City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Puerto Vallarta,MX,20.6204,-105.2307,87.71,76,75,3.0,broken clouds
339,Simao,CN,22.7886,100.9748,63.1,99,39,1.34,scattered clouds
340,Sola,VU,-13.8833,167.55,80.29,78,30,16.89,scattered clouds
341,Olutanga,PH,7.3106,122.8464,83.37,78,100,10.89,overcast clouds
342,Druzhba,UA,52.0428,33.9453,64.51,69,68,6.24,broken clouds
343,Laguna,US,38.421,-121.4238,99.14,25,1,1.01,clear sky
344,Lata,PT,40.1629,-8.3327,65.05,97,1,2.84,clear sky
345,Hovd,MN,48.0056,91.6419,63.39,60,18,1.39,few clouds
346,Meitingen,DE,48.55,10.85,66.18,94,20,5.75,few clouds
347,Platteville,US,42.7342,-90.4785,91.15,43,1,10.36,clear sky
348,Galesong,ID,-5.3166,119.3661,69.82,63,10,9.06,clear sky
349,Adrar,MR,20.5022,-10.0711,94.46,13,2,13.89,clear sky
350,San Luis,AR,-33.295,-66.3356,49.17,50,29,10.87,scattered clouds
351,Goderich,CA,43.7501,-81.7165,82.9,53,0,3.44,clear sky
352,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,73.99,69,40,13.42,scattered clouds
353,Diofior,SN,14.1833,-16.6667,81.52,74,66,14.05,broken clouds
354,Sawtell,AU,-30.3833,153.1,48.22,100,0,0.0,clear sky
355,Linxia,CN,35.6003,103.2064,58.96,59,96,3.04,overcast clouds
356,Barrhead,GB,55.7992,-4.3929,61.47,88,90,1.01,overcast clouds
357,Villazon,BO,-22.0866,-65.5942,51.6,14,10,21.65,clear sky
358,Shingu,JP,33.7333,135.9833,79.92,74,74,5.32,broken clouds
359,Bernay,FR,49.1667,0.6667,63.64,89,100,4.74,overcast clouds
360,Longyearbyen,SJ,78.2186,15.6401,42.64,87,75,8.05,light intensity drizzle rain
361,Porto Walter,BR,-8.2686,-72.7439,85.51,52,43,0.98,scattered clouds
362,Arraial Do Cabo,BR,-22.9661,-42.0278,71.56,78,0,12.66,clear sky
363,Rincon,US,32.296,-81.2354,91.58,77,75,13.8,broken clouds
364,Muzhi,RU,65.3667,64.6667,41.2,84,67,3.09,broken clouds
365,Juneau,US,58.3019,-134.4197,64.85,79,75,6.91,light rain
366,Kiruna,SE,67.8557,20.2251,61.72,72,20,2.3,few clouds
367,Warrnambool,AU,-38.3833,142.4833,51.82,70,44,16.89,scattered clouds
368,Bisho,ZA,-32.8472,27.4422,58.5,21,100,8.43,overcast clouds
369,Kiama,AU,-34.6833,150.8667,59.25,66,82,5.99,broken clouds
370,Tual,ID,-5.6667,132.75,80.87,76,92,16.55,overcast clouds
371,Mendi,PG,-6.1761,143.6513,57.61,90,87,0.69,overcast clouds
372,Christchurch,NZ,-43.5333,172.6333,47.91,89,90,5.99,light rain
373,Kovdor,RU,67.5662,30.4758,45.55,80,84,0.85,broken clouds
374,Biak,ID,-0.9131,122.8766,72.32,75,76,5.17,broken clouds
375,Salinopolis,BR,-0.6136,-47.3561,79.29,79,51,10.07,broken clouds
376,Alexandria,EG,31.2156,29.9553,78.85,70,0,5.73,clear sky
377,Tuatapere,NZ,-46.1333,167.6833,44.82,88,67,4.45,broken clouds
378,Grand Gaube,MU,-20.0064,57.6608,68.4,85,35,5.01,light rain
379,Kudahuvadhoo,MV,2.6708,72.8944,82.15,67,100,2.28,overcast clouds
380,Pecos,US,31.4229,-103.4932,101.23,13,1,8.05,clear sky
381,Gasa,PS,31.5,34.4667,82.38,77,0,6.78,clear sky
382,Cockburn Town,TC,21.4612,-71.1419,82.83,81,11,13.44,few clouds
383,Morlaix,FR,48.5833,-4.0,62.76,94,90,9.22,overcast clouds
384,Tautira,PF,-17.7333,-149.15,84.22,75,45,8.32,scattered clouds
385,Alofi,NU,-19.0595,-169.9187,80.49,74,40,3.44,scattered clouds
386,Iisalmi,FI,63.5592,27.1907,64.42,82,20,2.73,few clouds
387,Kuala Sungai Baru,MY,2.3594,102.0353,78.94,83,30,5.53,scattered clouds
388,Taunggyi,MM,20.7833,97.0333,62.91,98,97,4.65,overcast clouds
389,Dafeng,CN,23.4517,108.5881,80.58,85,83,1.81,broken clouds
390,Barrow,US,71.2906,-156.7887,48.22,93,90,6.91,light rain
391,Kumano,JP,34.3442,132.5894,78.17,79,7,3.42,clear sky
392,Buchanan,LR,5.8808,-10.0467,76.24,83,100,10.58,overcast clouds
393,Erenhot,CN,43.6475,111.9767,64.99,68,20,5.37,few clouds
394,Bubaque,GW,11.2833,-15.8333,80.13,83,100,12.06,light rain
395,Mayo,US,38.8876,-76.5119,92.25,71,1,8.05,clear sky
396,Winnemucca,US,40.973,-117.7357,98.65,12,75,5.75,haze
397,Aksu,CN,41.1231,80.2644,84.18,22,0,4.7,clear sky
398,Kupang,ID,-10.1667,123.5833,72.18,83,20,6.91,few clouds
399,Mantua,IT,45.1667,10.7833,76.15,90,78,10.65,broken clouds
400,Alice Springs,AU,-23.7,133.8833,63.95,19,40,20.71,scattered clouds
401,Codrington,AU,-38.2667,141.9667,47.39,70,17,16.78,few clouds
402,Mahebourg,MU,-20.4081,57.7,68.29,94,75,11.5,light intensity shower rain
403,Labuhan,ID,-6.8844,112.2051,71.82,88,6,6.93,clear sky
404,Kawalu,ID,-7.3817,108.2082,68.31,94,62,1.63,broken clouds
405,Omboue,GA,-1.5746,9.2618,72.55,81,64,8.97,broken clouds
406,Rawson,AR,-43.3002,-65.1023,42.53,62,97,30.11,overcast clouds
407,Kampong Thum,KH,12.7111,104.8887,75.45,92,76,1.54,broken clouds
408,Nauta,PE,-4.5061,-73.5757,79.54,87,100,2.86,overcast clouds
409,Dakar,SN,14.6937,-17.4441,81.48,81,54,13.87,broken clouds
410,Yeppoon,AU,-23.1333,150.7333,53.38,73,1,7.05,clear sky
411,Vardo,NO,70.3705,31.1107,46.44,86,58,10.63,broken clouds
412,Belyy Yar,RU,53.6039,91.3903,66.09,88,0,4.47,light rain
413,Jacobabad,PK,28.281,68.4388,92.17,53,95,11.54,overcast clouds
414,Esperance,AU,-33.8667,121.9,56.32,65,41,30.53,scattered clouds
415,Portland,US,45.5234,-122.6762,92.62,43,20,4.0,few clouds
416,Berdigestyakh,RU,62.0989,126.6992,69.98,66,75,6.11,broken clouds
417,Ambanja,MG,-13.6833,48.45,67.8,77,28,3.2,scattered clouds
418,Plouzane,FR,48.3833,-4.6167,62.78,88,90,10.36,overcast clouds
419,Buala,SB,-8.145,159.5921,80.55,83,65,8.12,light rain
420,Gisborne,NZ,-38.6533,178.0042,58.95,67,62,10.47,broken clouds
421,Raton,US,36.9034,-104.4391,86.61,36,20,1.01,few clouds
422,Ayagoz,KZ,47.9714,80.4392,64.63,72,23,17.72,few clouds
423,Cedar City,US,37.6775,-113.0619,76.19,67,75,12.66,light rain
424,Chicama,PE,-7.8447,-79.1469,66.74,70,21,9.82,few clouds
425,Hammerfest,NO,70.6634,23.6821,50.45,93,0,2.3,clear sky
426,Gap,FR,44.6667,6.0,54.82,69,97,3.09,overcast clouds
427,Dingle,PH,10.9995,122.6711,79.02,85,100,11.99,light rain
428,Kavaratti,IN,10.5669,72.642,81.72,77,100,18.63,overcast clouds
429,Lewistown,US,40.5992,-77.5714,91.54,42,1,0.0,clear sky
430,Umarkhed,IN,19.6,77.7,75.22,81,100,15.39,overcast clouds
431,Ngunguru,NZ,-35.6167,174.5,59.16,70,8,15.88,clear sky
432,Waingapu,ID,-9.6567,120.2641,71.82,84,73,5.3,broken clouds
433,Havoysund,NO,70.9963,24.6622,50.88,83,50,8.86,scattered clouds
434,Monrovia,LR,6.3005,-10.7969,76.95,81,96,12.41,light rain
435,Muros,ES,42.7762,-9.0603,66.09,77,48,7.07,scattered clouds
436,Hokitika,NZ,-42.7167,170.9667,51.39,75,98,15.05,overcast clouds
437,Mocuba,MZ,-16.8392,36.9856,62.51,81,64,5.28,broken clouds
438,Saurimo,AO,-9.6608,20.3916,56.93,33,87,5.5,overcast clouds
439,Muravlenko,RU,63.7898,74.523,48.11,75,99,11.18,overcast clouds
440,Wamba,NG,8.9333,8.6,69.89,96,100,2.86,overcast clouds
441,Nikel,RU,69.4128,30.222,48.38,83,5,0.89,clear sky
442,San Pedro,PH,14.35,121.0167,81.32,83,96,18.16,overcast clouds
443,Nekhayevskiy,RU,50.4106,41.7561,63.32,51,2,5.61,clear sky
444,Nome,US,64.5011,-165.4064,50.07,93,90,9.22,moderate rain
445,Flinders,AU,-34.5833,150.8552,59.05,70,87,4.0,overcast clouds
446,Namwala,ZM,-15.7504,26.4384,52.72,51,30,4.85,scattered clouds
447,Luderitz,NA,-26.6481,15.1594,66.61,44,0,5.57,clear sky
448,Maunabo,PR,18.0072,-65.8993,85.05,84,95,12.3,overcast clouds
449,Goiatuba,BR,-18.0125,-49.3547,71.33,32,0,5.23,clear sky
450,Kenai,US,60.5544,-151.2583,66.02,77,1,9.22,clear sky
451,Nanortalik,GL,60.1432,-45.2371,49.48,77,33,7.65,scattered clouds
452,Kolpashevo,RU,58.3131,82.9089,52.54,98,100,10.36,overcast clouds
453,Buluang,PH,13.3068,123.3425,81.12,86,100,12.57,overcast clouds
454,Port Hedland,AU,-20.3167,118.5667,60.85,100,59,4.61,broken clouds
455,Mujiayingzi,CN,42.1167,118.7833,68.47,90,100,3.8,moderate rain
456,Buzmeyin,TM,38.0507,58.2056,89.33,35,1,4.61,clear sky
457,Manono,CD,-7.3,27.4167,67.82,36,35,4.47,scattered clouds
458,Tutora,RO,47.1333,27.7833,72.81,63,0,4.61,clear sky
459,Cape Coast,GH,5.1053,-1.2466,75.96,78,68,12.91,broken clouds
460,Pacific Grove,US,36.6177,-121.9166,92.28,82,20,5.01,few clouds
461,Chitipa,MW,-9.7024,33.2697,48.67,94,18,4.74,few clouds
462,Mangit,UZ,40.5971,70.9607,86.99,24,0,10.33,clear sky
463,Paamiut,GL,61.994,-49.6678,45.34,94,66,10.27,broken clouds
464,Jalu,LY,29.0331,21.5482,83.52,32,0,5.14,clear sky
465,Asau,RO,46.4333,26.4,66.96,80,69,4.94,broken clouds
466,Beloha,MG,-25.1667,45.05,61.83,67,71,12.46,light rain
467,Ucluelet,CA,48.9329,-125.5528,85.05,77,10,1.99,clear sky
468,Inirida,CO,3.8653,-67.9239,77.99,84,82,2.1,broken clouds
469,Magistralnyy,RU,56.1725,107.4458,60.8,68,54,3.38,broken clouds
470,Leshukonskoye,RU,64.8989,45.7622,46.8,90,100,10.2,overcast clouds
471,Douentza,ML,14.9951,-2.9517,84.83,59,92,8.05,overcast clouds
472,Athabasca,CA,54.7169,-113.2854,78.62,24,30,9.53,scattered clouds
473,Kununurra,AU,-15.7667,128.7333,60.78,94,100,1.14,overcast clouds
474,Burnie,AU,-41.0667,145.9167,52.92,85,100,12.24,overcast clouds
475,Scarborough,GB,54.2797,-0.4044,65.53,86,6,7.4,clear sky
476,Mlonggo,ID,-6.5333,110.7,69.69,84,0,5.08,clear sky
477,Le Port,RE,-20.9373,55.2919,67.96,75,36,7.49,scattered clouds
478,Picos,BR,-7.0769,-41.4669,81.61,44,12,9.46,few clouds
479,Cotonou,BJ,6.3654,2.4183,78.78,78,20,13.8,few clouds
480,Verkhoyansk,RU,67.5447,133.385,58.12,78,99,7.9,overcast clouds
481,Khvalynsk,RU,52.4906,48.1058,65.41,57,66,4.85,broken clouds
482,Rabak,SD,13.1809,32.74,71.47,86,99,9.6,overcast clouds
483,Ledyard,US,41.4398,-72.0142,87.42,64,1,6.91,clear sky
484,Kavieng,PG,-2.5744,150.7967,82.45,72,49,7.81,scattered clouds
485,Mount Gambier,AU,-37.8333,140.7667,47.12,66,32,12.26,scattered clouds
486,Adelaide,AU,-34.9333,138.6,58.59,54,0,3.0,clear sky
487,Kaoma,ZM,-14.7833,24.8,50.68,51,76,7.76,broken clouds
488,Kandrian,PG,-6.2167,149.55,77.52,91,99,13.2,moderate rain
489,Illapel,CL,-31.6308,-71.1653,54.61,72,0,4.76,clear sky
490,Mago,RU,53.2514,140.1822,67.98,97,100,2.39,overcast clouds
491,Nakapiripirit,UG,1.9167,34.7833,65.57,73,78,2.73,light rain
492,Linkou,CN,45.3,130.2833,79.39,63,81,1.9,broken clouds
493,Mbuji-Mayi,CD,-6.15,23.6,70.2,31,86,4.76,overcast clouds
494,Suoyarvi,RU,62.0833,32.35,60.51,89,91,2.68,overcast clouds
495,Nokaneng,BW,-19.6667,22.2667,48.29,42,0,7.23,clear sky
496,Antofagasta,CL,-23.65,-70.4,58.28,83,19,9.78,few clouds
497,Vanavara,RU,60.34,102.2797,63.75,68,19,3.8,few clouds
498,Santa Fe,AR,-31.6333,-60.7,60.01,47,0,1.99,clear sky
499,Padang,ID,-0.9492,100.3543,77.31,88,24,3.49,few clouds
500,Krieglach,AT,47.5333,15.55,63.48,88,95,3.18,overcast clouds
501,Yaan,NG,7.3833,8.5667,72.99,81,100,4.5,overcast clouds
502,Hervey Bay,AU,-25.2986,152.8535,62.04,72,0,7.81,clear sky
503,Saint-Joseph,RE,-21.3667,55.6167,66.56,78,51,11.74,broken clouds
504,Karasjok,NO,69.4719,25.5112,42.91,82,21,3.51,few clouds
505,Sakaiminato,JP,35.55,133.2333,78.78,94,40,4.61,scattered clouds
506,Limon,CR,10.0,-83.0333,80.26,81,100,6.73,overcast clouds
507,Ambilobe,MG,-13.2,49.05,70.68,63,95,3.8,overcast clouds
508,Bafata,GW,12.1667,-14.75,76.77,88,100,5.66,overcast clouds
509,Kieta,PG,-6.2167,155.6333,81.77,78,40,2.95,scattered clouds
510,Mackay,AU,-21.15,149.2,63.05,67,2,5.66,clear sky
511,Zuwarah,LY,32.9312,12.082,82.81,53,0,19.75,clear sky
512,Flin Flon,CA,54.7682,-101.865,71.44,49,40,3.44,scattered clouds
513,Comodoro Rivadavia,AR,-45.8667,-67.5,46.26,61,0,9.22,clear sky
514,Robertsport,LR,6.7533,-11.3686,77.59,82,95,14.81,light rain
515,Taltal,CL,-25.4,-70.4833,59.32,76,16,4.41,few clouds
516,Uyemskiy,RU,64.4743,40.8524,51.85,71,40,4.47,scattered clouds
517,Nuevo Progreso,MX,23.1667,-97.95,95.59,59,0,12.75,clear sky
518,Andahuaylas,PE,-13.6556,-73.3872,60.24,37,4,7.27,clear sky
519,Pogar,RU,52.554,33.2591,64.69,69,71,4.43,broken clouds
520,Birao,CF,10.2849,22.7882,70.88,96,100,4.05,overcast clouds
521,Bezhanitsy,RU,56.9767,29.8907,61.74,70,7,5.86,clear sky
522,Hofn,IS,64.2539,-15.2082,52.21,80,96,7.29,overcast clouds
523,Beira,MZ,-19.8436,34.8389,63.95,78,5,7.81,light rain
524,Togur,RU,58.3631,82.8265,52.66,98,100,10.49,light rain
525,Parainen,FI,60.3067,22.301,69.15,66,73,7.78,broken clouds
526,Cookeville,US,36.1628,-85.5016,83.46,79,1,0.0,light rain
527,Tuskegee,US,32.424,-85.6916,93.61,57,76,1.52,broken clouds
528,Atchison,US,39.563,-95.1216,91.51,52,0,9.06,clear sky
529,Huarmey,PE,-10.0681,-78.1522,68.27,76,21,12.24,few clouds
530,Granja,BR,-3.1203,-40.8261,80.29,68,49,7.18,scattered clouds
531,Lorengau,PG,-2.0226,147.2712,82.4,77,80,3.74,heavy intensity rain
532,Pilibhit,IN,28.6333,79.8,82.45,81,63,3.27,broken clouds
533,Gashua,NG,12.871,11.0482,75.96,74,100,7.4,overcast clouds
534,Autazes,BR,-3.5797,-59.1306,81.81,55,100,2.42,overcast clouds
535,Zhezkazgan,KZ,47.8043,67.7144,67.68,31,0,10.54,clear sky
536,Neiafu,TO,-18.65,-173.9833,81.28,78,40,3.44,scattered clouds
537,Kibala,TD,9.1104,18.3463,75.15,94,40,0.0,scattered clouds
538,Nuuk,GL,64.1835,-51.7216,59.61,63,7,18.41,clear sky
539,Adre,TD,13.4667,22.2,73.87,78,100,4.05,overcast clouds
540,Te Anau,NZ,-45.4167,167.7167,41.79,89,60,2.06,broken clouds
541,Filadelfia,US,39.9523,-75.1638,92.79,39,40,3.0,scattered clouds
542,Lang Son,VN,21.8333,106.7333,75.0,97,100,3.2,overcast clouds
543,Stokmarknes,NO,68.5646,14.9108,55.51,96,47,5.12,scattered clouds
544,Lannion,FR,48.75,-3.4167,63.14,94,0,5.75,clear sky
545,Igarka,RU,67.4667,86.5833,66.4,73,99,9.44,overcast clouds
546,Acarau,BR,-2.8856,-40.12,79.56,78,37,19.95,scattered clouds
547,Horsham,GB,51.064,-0.3272,68.05,89,0,4.61,clear sky
548,Tomigusuku,JP,26.185,127.675,82.17,89,40,6.91,scattered clouds
549,Bonavista,CA,48.6499,-53.1147,64.4,77,21,13.78,few clouds
550,Maniitsoq,GL,65.4167,-52.9,50.61,77,36,12.08,scattered clouds
551,Buckeye,US,33.3703,-112.5838,100.04,35,4,4.61,clear sky
552,Vestmanna,FO,62.1564,-7.1664,52.72,100,90,0.0,drizzle
553,Abu Zabad,SD,12.35,29.25,73.89,84,93,8.99,overcast clouds
554,Carahue,CL,-38.7,-73.1667,44.8,84,48,2.39,scattered clouds
555,Kota Bahru,MY,6.1333,102.2386,78.75,94,20,3.44,few clouds
556,Bilma,NE,18.6853,12.9164,94.05,36,99,9.1,overcast clouds
557,Kirovskiy,RU,45.0917,133.5136,77.88,74,60,4.03,broken clouds
558,General Pico,AR,-35.6566,-63.7568,45.79,30,0,10.6,clear sky
559,Coahuayana,MX,18.7333,-103.6833,90.88,68,46,5.97,scattered clouds
560,La Grande,US,45.3246,-118.0877,85.77,14,100,8.25,overcast clouds
561,Dongargaon,IN,20.9667,80.85,78.71,79,100,14.29,moderate rain
562,Paciran,ID,-6.8767,112.3761,71.73,87,4,5.88,clear sky
563,Daphne,US,30.6035,-87.9036,94.68,62,1,3.44,clear sky
564,Morehead,US,37.2711,-87.1764,92.86,62,1,6.91,clear sky
565,Dergachi,RU,51.2328,48.7659,62.83,50,2,5.88,clear sky
566,Chlumec,CZ,50.6997,13.9396,67.12,93,68,4.05,broken clouds
567,Hasaki,JP,35.7333,140.8333,72.28,95,100,25.14,overcast clouds
568,Marly,FR,50.3456,3.5496,64.04,95,33,6.15,scattered clouds
569,Itaqui,BR,-29.1253,-56.5531,61.25,91,100,16.22,overcast clouds
570,Limbe,CM,4.0242,9.2149,74.44,79,99,9.84,overcast clouds
571,San Isidro,PE,-12.1167,-77.05,63.99,88,90,1.99,overcast clouds
572,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,20,14.97,few clouds
573,Sovetskiy,RU,61.3614,63.5842,49.68,91,52,5.44,broken clouds
574,Cubuk,TR,40.2386,33.0322,67.75,59,0,4.61,clear sky
575,Mazamet,FR,43.49,2.373,72.09,79,0,2.3,clear sky
576,Chengam,IN,12.3,78.8,77.54,73,99,6.96,overcast clouds
577,Tawang,IN,27.5833,91.8667,57.65,92,100,2.15,moderate rain
578,Tibati,CM,6.4667,12.6333,65.97,96,100,2.39,overcast clouds
579,Leningradskiy,RU,69.3833,178.4167,41.58,80,65,6.42,broken clouds
580,Glubokiy,RU,48.5217,40.3258,74.39,37,41,13.11,scattered clouds
581,Leiyang,CN,26.4024,112.8591,76.77,77,48,0.58,scattered clouds
582,Lima,PE,-12.0432,-77.0282,62.85,77,90,13.8,overcast clouds
583,Troitsko-Pechorsk,RU,62.7084,56.1964,45.19,97,87,7.0,overcast clouds
584,Ayan,RU,56.45,138.1667,66.96,65,3,9.51,clear sky
585,Matagami,CA,49.7502,-77.6328,57.31,82,90,11.5,overcast clouds
586,Rabo De Peixe,PT,37.8,-25.5833,69.31,83,75,12.66,broken clouds
587,Neuquen,AR,-38.9516,-68.0591,49.89,37,0,12.66,clear sky
588,Dzerzhinskoye,RU,56.8344,95.2283,61.7,73,51,3.02,broken clouds
589,Palmer,US,42.1584,-72.3287,86.65,51,20,9.22,haze
590,Aksarka,RU,66.5606,67.7975,46.54,94,78,4.41,broken clouds
591,Bow Island,CA,49.8668,-111.3684,85.26,37,0,2.3,clear sky
592,Sao Felix Do Xingu,BR,-6.6447,-51.995,80.01,40,52,1.95,broken clouds
593,Grindavik,IS,63.8424,-22.4338,50.47,87,90,8.05,overcast clouds
594,Gaogou,CN,34.0175,119.1886,77.79,93,100,17.78,light rain
595,Pedernales,DO,18.0384,-71.744,84.78,70,74,0.45,broken clouds
596,Samarinda,ID,-0.5,117.15,74.88,94,100,3.11,overcast clouds
597,Walvis Bay,NA,-22.9575,14.5053,76.15,20,0,3.44,clear sky
598,Saint-Raymond,CA,45.467,-73.6095,82.45,48,20,4.61,few clouds
599,Verkhoturye,RU,58.8627,60.8054,53.44,77,42,7.85,scattered clouds
600,Xingyi,CN,24.1877,102.817,60.19,95,59,1.01,broken clouds
601,Voroshnevo,RU,51.6528,36.0172,63.03,59,7,4.23,clear sky
602,Vigrestad,NO,58.5667,5.7,65.97,90,100,11.83,light rain
603,San Cristobal,VE,7.7669,-72.225,77.18,92,91,4.56,overcast clouds
604,Carman,CA,49.4992,-98.0016,86.32,36,47,10.36,scattered clouds
605,Warangal,IN,18.0,79.5833,77.34,80,96,11.7,overcast clouds
606,Banyuwangi,ID,-8.2325,114.3576,70.81,91,46,1.52,scattered clouds
607,Loreto,MX,22.2667,-101.9667,80.62,21,13,13.65,few clouds
608,Son La,VN,21.3167,103.9,69.21,98,85,1.43,overcast clouds
609,Vaitape,PF,-16.5167,-151.75,78.75,75,55,12.5,broken clouds
610,Eyl,SO,7.9803,49.8164,79.43,62,68,21.7,broken clouds
611,Pimentel,PE,-6.8367,-79.9342,70.09,81,40,5.99,scattered clouds
612,Itoman,JP,26.1247,127.6694,82.42,89,40,6.91,scattered clouds
613,Trofaiach,AT,47.4167,15.0,65.35,89,100,4.81,overcast clouds
614,Badvel,IN,14.75,79.05,81.12,67,67,18.01,broken clouds
615,Namatanai,PG,-3.6667,152.4333,80.82,75,46,3.02,scattered clouds
616,Pucallpa,PE,-8.3791,-74.5539,86.04,66,20,9.22,few clouds
617,Healdsburg,US,38.6105,-122.8692,97.52,62,40,9.22,scattered clouds
618,Naica,MX,27.85,-105.4833,93.49,16,74,8.25,broken clouds
619,Waharoa,NZ,-37.7667,175.7667,54.36,98,71,4.83,broken clouds
620,Almaznyy,RU,48.0448,40.045,75.34,42,36,10.49,scattered clouds
621,Alta Floresta,BR,-9.8756,-56.0861,83.08,31,60,2.75,broken clouds
622,Trincomalee,LK,8.5711,81.2335,81.19,77,100,23.82,overcast clouds
623,Quelimane,MZ,-17.8786,36.8883,64.35,88,75,5.75,broken clouds
624,Anzhero-Sudzhensk,RU,56.081,86.0285,58.66,98,100,8.99,overcast clouds
625,Axim,GH,4.8699,-2.2405,76.64,75,92,9.15,overcast clouds
626,Qasigiannguit,GL,68.8193,-51.1922,55.65,91,100,10.76,overcast clouds
627,Datong,CN,40.0936,113.2914,66.54,71,99,5.46,overcast clouds
628,Kokopo,PG,-4.352,152.2633,78.82,79,6,4.7,clear sky
629,Varberg,SE,57.1056,12.2508,66.33,88,82,13.04,broken clouds
630,Panama City,PA,8.9936,-79.5197,83.93,83,40,3.44,scattered clouds
631,San Andres,CO,12.5847,-81.7006,84.22,79,75,10.36,broken clouds
632,Vega De Alatorre,MX,20.0333,-96.6333,85.71,59,2,8.25,clear sky
633,Mani,CO,4.8172,-72.2886,79.36,84,76,2.44,broken clouds
634,Ulundi,ZA,-28.3352,31.4162,49.41,74,78,4.63,broken clouds
635,Suileng,CN,47.25,127.0833,70.72,99,100,5.06,overcast clouds
636,Tefe,BR,-3.3542,-64.7114,87.91,70,20,3.44,few clouds
637,Oktyabrskoye,RU,43.0645,44.7417,68.14,88,82,2.24,broken clouds
638,Mount Isa,AU,-20.7333,139.5,46.17,66,87,2.3,overcast clouds
639,Catemaco,MX,18.4167,-95.1167,83.95,73,59,4.16,broken clouds
640,Rio De Jesus,PA,7.9844,-81.1631,76.41,88,98,9.82,overcast clouds
641,Lebowakgomo,ZA,-24.2,29.5,40.1,80,0,4.41,clear sky
642,Mariinskiy Posad,RU,56.115,47.718,63.54,56,39,8.55,scattered clouds
643,Sungurlu,TR,40.1675,34.3739,65.28,65,3,2.55,clear sky
644,Nelson Bay,AU,-32.7167,152.15,57.0,87,6,13.15,clear sky
645,Newport,GB,51.5877,-2.9984,66.69,85,100,6.31,overcast clouds
646,Gamba,GA,-2.65,10.0,70.74,91,80,7.56,broken clouds
647,Talnakh,RU,69.4865,88.3972,67.8,76,68,6.73,broken clouds
648,Kirillov,RU,59.863,38.3813,55.9,93,5,1.77,clear sky
649,Rawah,IQ,34.4816,41.9093,97.32,19,0,9.91,clear sky
650,Voh,NC,-20.9667,164.7,69.89,57,100,4.63,overcast clouds
651,Rawlins,US,41.7911,-107.2387,93.09,8,1,5.75,clear sky
652,Srednekolymsk,RU,67.45,153.6833,48.51,60,73,14.56,broken clouds
653,Morondava,MG,-20.2833,44.2833,67.37,62,36,9.89,scattered clouds
654,Port Macquarie,AU,-31.4333,152.9167,52.38,70,1,4.9,clear sky
655,Haimen,CN,23.1935,116.6142,82.29,88,100,5.73,overcast clouds
656,Pierre,US,44.3683,-100.351,101.32,28,1,18.41,clear sky
657,Baykit,RU,61.67,96.37,66.16,73,40,3.49,scattered clouds
658,Marechal Deodoro,BR,-9.7103,-35.895,74.61,91,24,8.23,few clouds
659,Allada,BJ,6.6655,2.1514,77.76,80,50,10.29,scattered clouds
660,Urumqi,CN,43.801,87.6005,81.55,21,0,11.18,clear sky
661,Honningsvag,NO,70.9821,25.9704,46.99,82,26,6.58,scattered clouds
662,Gimli,CA,50.6336,-96.9907,84.43,68,97,14.97,overcast clouds
663,Amazar,RU,53.858,120.875,58.66,92,78,3.74,broken clouds
664,Nelidovo,RU,56.2211,32.7774,60.67,74,3,4.07,clear sky
665,Rosarito,MX,32.3333,-117.0333,80.64,75,58,9.08,broken clouds
666,Henties Bay,NA,-22.116,14.2845,69.85,60,0,4.38,clear sky
667,Great Falls,US,47.5002,-111.3008,96.19,11,1,3.0,clear sky
668,Okhotsk,RU,59.3833,143.3,65.89,73,0,7.14,clear sky
669,Fereydunshahr,IR,32.941,50.121,62.11,27,0,3.91,clear sky
670,Iqaluit,CA,63.7506,-68.5145,51.53,76,75,8.01,broken clouds
671,Sultanpur,IN,26.2667,82.0667,82.04,86,100,5.06,moderate rain
672,Salamiyah,SY,35.0113,37.0532,77.68,57,0,6.71,clear sky
673,Staraya Vichuga,RU,57.2683,41.8787,59.09,68,39,6.91,scattered clouds
674,Whitianga,NZ,-36.8333,175.7,54.09,84,40,15.05,scattered clouds
675,Nador,MA,35.174,-2.9287,71.67,88,0,1.14,clear sky
676,Bandarbeyla,SO,9.4942,50.8122,76.6,78,7,26.66,clear sky
677,Barra Do Garcas,BR,-15.89,-52.2567,77.2,29,0,4.94,clear sky
678,Kuminskiy,RU,58.6667,66.5667,55.44,68,96,5.37,overcast clouds
679,Santander,ES,43.4647,-3.8044,68.47,78,20,3.44,few clouds
680,Mehran,IR,33.1222,46.1646,105.28,12,16,11.88,few clouds
681,Miles City,US,46.4083,-105.8406,105.51,8,1,10.36,clear sky
682,Udalguri,IN,26.7667,92.1333,78.48,95,100,5.91,moderate rain
683,Kilosa,TZ,-6.8333,36.9833,62.56,55,5,0.6,clear sky
684,Mahibadhoo,MV,3.7833,72.9667,82.17,71,87,4.76,overcast clouds
685,Laizhou,CN,37.1717,119.9214,77.32,91,100,7.27,overcast clouds
686,Morgan City,US,29.6994,-91.2068,93.0,77,67,6.8,broken clouds
687,Acireale,IT,37.6125,15.1663,83.57,63,0,1.14,clear sky
688,Gillette,US,44.2911,-105.5022,97.72,13,1,7.0,haze
689,Smolenka,RU,52.1352,113.4974,57.27,94,40,0.0,mist
